Plot Title: Diapause,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 10997590, SEN S/N: 10997590)","RH, % (LGR S/N: 10997590, SEN S/N: 10997590)","DewPt, °C (LGR S/N: 10997590, SEN S/N: 10997590)","Host Connected (LGR S/N: 10997590, SEN S/N: 10997590)","End Of File (LGR S/N: 10997590, SEN S/N: 10997590)"
4921,8/1/2017 18:30,22.709,63.14,15.358,,
4922,8/1/2017 19:00,22.877,61.835,15.191,,
4923,8/1/2017 19:30,22.757,62.177,15.164,,
4924,8/1/2017 20:00,22.781,61.973,15.135,,
4925,8/1/2017 20:30,22.805,61.89,15.137,,
4926,8/1/2017 21:00,22.805,61.831,15.122,,
4927,8/1/2017 21:30,22.829,61.806,15.138,,
4928,8/1/2017 22:00,22.805,61.792,15.112,,
4929,8/1/2017 22:30,22.853,61.743,15.145,,
4930,8/1/2017 23:00,22.829,61.652,15.099,,
4931,8/1/2017 23:30,22.829,61.594,15.085,,
4932,8/2/2017 0:00,22.853,61.55,15.096,,
4933,8/2/2017 0:30,22.829,61.613,15.09,,
4934,8/2/2017 1:00,22.853,61.704,15.135,,
4935,8/2/2017 1:30,22.853,61.685,15.13,,
4936,8/2/2017 2:00,22.829,61.575,15.08,,
4937,8/2/2017 2:30,22.853,61.512,15.087,,
4938,8/2/2017 3:00,22.853,61.531,15.092,,
4939,8/2/2017 3:30,22.853,61.646,15.121,,
4940,8/2/2017 4:00,22.853,61.493,15.082,,
4941,8/2/2017 4:30,22.877,61.564,15.122,,
4942,8/2/2017 5:00,22.853,61.512,15.087,,
4943,8/2/2017 5:30,22.877,61.564,15.122,,
4944,8/2/2017 6:00,22.853,61.57,15.101,,
4945,8/2/2017 6:30,22.613,63.529,15.363,,
4946,8/2/2017 7:00,22.517,64.391,15.483,,
4947,8/2/2017 7:30,22.589,64.495,15.576,,
4948,8/2/2017 8:00,22.517,64.653,15.546,,
4949,8/2/2017 8:30,22.565,64.643,15.589,,
4950,8/2/2017 9:00,22.565,64.667,15.595,,
4951,8/2/2017 9:30,22.541,64.744,15.591,,
4952,8/2/2017 10:00,22.517,64.677,15.552,,
4953,8/2/2017 10:30,22.493,64.73,15.542,,
4954,8/2/2017 11:00,22.517,64.749,15.569,,
4955,8/2/2017 11:30,22.517,64.773,15.575,,
4956,8/2/2017 12:00,22.517,64.822,15.587,,
4957,8/2/2017 12:30,22.517,64.798,15.581,,
4958,8/2/2017 13:00,22.493,64.998,15.606,,
4959,8/2/2017 13:30,22.565,65.083,15.695,,
4960,8/2/2017 14:00,22.541,65.212,15.703,,
4961,8/2/2017 14:30,22.541,65.063,15.668,,
4962,8/2/2017 15:00,22.589,65.228,15.753,,
4963,8/2/2017 15:30,22.565,64.935,15.659,,
4964,8/2/2017 16:00,22.541,64.915,15.632,,
4965,8/2/2017 16:30,22.541,64.866,15.62,,
4966,8/2/2017 17:00,22.397,59.751,14.208,,
4967,8/2/2017 17:30,22.493,64.875,15.577,,
4968,8/2/2017 18:00,22.493,64.9,15.583,,
4969,8/2/2017 18:30,22.781,62.353,15.23,,
4970,8/2/2017 19:00,22.853,62.136,15.244,,
4971,8/2/2017 19:30,22.829,61.963,15.178,,
4972,8/2/2017 20:00,22.853,61.84,15.17,,
4973,8/2/2017 20:30,22.853,61.646,15.121,,
4974,8/2/2017 21:00,22.877,61.564,15.122,,
4975,8/2/2017 21:30,22.925,61.516,15.155,,
4976,8/2/2017 22:00,22.877,61.545,15.118,,
4977,8/2/2017 22:30,22.901,61.388,15.1,,
4978,8/2/2017 23:00,22.901,61.388,15.1,,
4979,8/2/2017 23:30,22.877,61.261,15.046,,
4980,8/3/2017 0:00,22.901,61.312,15.081,,
4981,8/3/2017 0:30,22.925,61.364,15.117,,
4982,8/3/2017 1:00,22.925,61.345,15.112,,
4983,8/3/2017 1:30,22.925,61.288,15.098,,
4984,8/3/2017 2:00,22.925,61.345,15.112,,
4985,8/3/2017 2:30,22.925,61.27,15.093,,
4986,8/3/2017 3:00,22.949,61.208,15.1,,
4987,8/3/2017 3:30,22.925,61.326,15.107,,
4988,8/3/2017 4:00,22.925,61.345,15.112,,
4989,8/3/2017 4:30,22.925,61.27,15.093,,
4990,8/3/2017 5:00,22.901,61.35,15.091,,
4991,8/3/2017 5:30,22.925,61.288,15.098,,
4992,8/3/2017 6:00,22.925,61.176,15.069,,
4993,8/3/2017 6:30,22.733,63.772,15.536,,
4994,8/3/2017 7:00,22.661,64.457,15.635,,
4995,8/3/2017 7:30,22.709,65.08,15.831,,
4996,8/3/2017 8:00,22.613,64.682,15.644,,
4997,8/3/2017 8:30,22.661,64.673,15.687,,
4998,8/3/2017 9:00,22.637,64.701,15.671,,
4999,8/3/2017 9:30,22.637,64.605,15.648,,
5000,8/3/2017 10:00,22.541,64.817,15.608,,
5001,8/3/2017 10:30,22.589,64.543,15.588,,
5002,8/3/2017 11:00,22.589,64.759,15.64,,
5003,8/3/2017 11:30,22.613,64.682,15.644,,
5004,8/3/2017 12:00,22.613,64.827,15.679,,
5005,8/3/2017 12:30,22.565,64.764,15.618,,
5006,8/3/2017 13:00,22.589,64.687,15.622,,
5007,8/3/2017 13:30,22.565,64.691,15.601,,
5008,8/3/2017 14:00,22.589,64.759,15.64,,
5009,8/3/2017 14:30,22.541,64.841,15.614,,
5010,8/3/2017 15:00,22.565,64.812,15.63,,
5011,8/3/2017 15:30,22.565,64.886,15.648,,
5012,8/3/2017 16:00,22.589,64.759,15.64,,
5013,8/3/2017 16:30,22.613,64.827,15.679,,
5014,8/3/2017 17:00,22.613,64.974,15.715,,
5015,8/3/2017 17:30,22.637,64.653,15.66,,
5016,8/3/2017 18:00,22.589,64.832,15.657,,
5017,8/3/2017 18:30,22.877,61.992,15.23,,
5018,8/3/2017 19:00,22.901,61.791,15.202,,
5019,8/3/2017 19:30,22.925,61.496,15.151,,
5020,8/3/2017 20:00,22.853,61.627,15.116,,
5021,8/3/2017 20:30,22.877,61.796,15.181,,
5022,8/3/2017 21:00,22.901,61.369,15.096,,
5023,8/3/2017 21:30,22.877,61.526,15.113,,
5024,8/3/2017 22:00,22.901,61.54,15.139,,
5025,8/3/2017 22:30,22.877,61.45,15.094,,
5026,8/3/2017 23:00,22.901,61.464,15.12,,
5027,8/3/2017 23:30,22.901,61.464,15.12,,
5028,8/4/2017 0:00,22.901,61.445,15.115,,
5029,8/4/2017 0:30,22.925,61.401,15.126,,
5030,8/4/2017 1:00,22.925,61.27,15.093,,
5031,8/4/2017 1:30,22.925,61.345,15.112,,
5032,8/4/2017 2:00,22.925,61.364,15.117,,
5033,8/4/2017 2:30,22.901,61.312,15.081,,
5034,8/4/2017 3:00,22.925,61.288,15.098,,
5035,8/4/2017 3:30,22.949,61.208,15.1,,
5036,8/4/2017 4:00,22.925,61.401,15.126,,
5037,8/4/2017 4:30,22.925,61.326,15.107,,
5038,8/4/2017 5:00,22.925,61.458,15.141,,
5039,8/4/2017 5:30,22.901,61.502,15.129,,
5040,8/4/2017 6:00,22.925,61.477,15.146,,
5041,8/4/2017 6:30,22.685,63.85,15.51,,
5042,8/4/2017 7:00,22.565,64.667,15.595,,
5043,8/4/2017 7:30,22.589,64.567,15.593,,
5044,8/4/2017 8:00,22.613,64.73,15.656,,
5045,8/4/2017 8:30,22.613,64.634,15.632,,
5046,8/4/2017 9:00,22.565,64.861,15.642,,
5047,8/4/2017 9:30,22.589,64.735,15.634,,
5048,8/4/2017 10:00,22.565,64.667,15.595,,
5049,8/4/2017 10:30,22.565,64.716,15.607,,
5050,8/4/2017 11:00,22.565,64.764,15.618,,
5051,8/4/2017 11:30,22.517,64.871,15.599,,
5052,8/4/2017 12:00,22.517,64.895,15.604,,
5053,8/4/2017 12:30,22.565,64.984,15.671,,
5054,8/4/2017 13:00,22.565,64.935,15.659,,
5055,8/4/2017 13:30,22.589,65.029,15.705,,
5056,8/4/2017 14:00,22.565,64.91,15.654,,
5057,8/4/2017 14:30,22.613,65.049,15.732,,
5058,8/4/2017 15:00,22.589,65.029,15.705,,
5059,8/4/2017 15:30,22.565,64.984,15.671,,
5060,8/4/2017 16:00,22.589,65.004,15.699,,
5061,8/4/2017 16:30,22.589,65.004,15.699,,
5062,8/4/2017 17:00,22.589,64.832,15.657,,
5063,8/4/2017 17:30,22.565,64.812,15.63,,
5064,8/4/2017 18:00,22.565,64.837,15.636,,
5065,8/4/2017 18:30,22.853,62.116,15.239,,
5066,8/4/2017 19:00,22.949,61.396,15.148,,
5067,8/4/2017 19:30,22.853,61.685,15.13,,
5068,8/4/2017 20:00,22.877,61.564,15.122,,
5069,8/4/2017 20:30,22.925,61.631,15.184,,
5070,8/4/2017 21:00,22.877,61.488,15.103,,
5071,8/4/2017 21:30,22.901,61.426,15.11,,
5072,8/4/2017 22:00,22.901,61.426,15.11,,
5073,8/4/2017 22:30,22.901,61.407,15.105,,
5074,8/4/2017 23:00,22.901,61.256,15.067,,
5075,8/4/2017 23:30,22.901,61.445,15.115,,
5076,8/5/2017 0:00,22.925,61.288,15.098,,
5077,8/5/2017 0:30,22.925,61.307,15.103,,
5078,8/5/2017 1:00,22.925,61.326,15.107,,
5079,8/5/2017 1:30,22.925,61.288,15.098,,
5080,8/5/2017 2:00,22.949,61.321,15.129,,
5081,8/5/2017 2:30,22.949,61.227,15.105,,
5082,8/5/2017 3:00,22.925,61.345,15.112,,
5083,8/5/2017 3:30,22.925,61.307,15.103,,
5084,8/5/2017 4:00,22.925,61.232,15.083,,
5085,8/5/2017 4:30,22.925,61.176,15.069,,
5086,8/5/2017 5:00,22.925,61.326,15.107,,
5087,8/5/2017 5:30,22.949,61.34,15.133,,
5088,8/5/2017 6:00,22.925,61.401,15.126,,
5089,8/5/2017 6:30,22.781,63.808,15.59,,
5090,8/5/2017 7:00,22.613,64.562,15.615,,
5091,8/5/2017 7:30,22.613,64.658,15.638,,
5092,8/5/2017 8:00,22.589,64.759,15.64,,
5093,8/5/2017 8:30,22.637,64.701,15.671,,
5094,8/5/2017 9:00,22.661,64.624,15.675,,
5095,8/5/2017 9:30,22.613,64.658,15.638,,
5096,8/5/2017 10:00,22.613,64.491,15.598,,
5097,8/5/2017 10:30,22.613,64.73,15.656,,
5098,8/5/2017 11:00,22.613,64.682,15.644,,
5099,8/5/2017 11:30,22.589,64.711,15.628,,
5100,8/5/2017 12:00,22.589,64.759,15.64,,
5101,8/5/2017 12:30,22.613,64.682,15.644,,
5102,8/5/2017 13:00,22.589,64.687,15.622,,
5103,8/5/2017 13:30,22.637,64.677,15.666,,
5104,8/5/2017 14:00,22.661,64.576,15.664,,
5105,8/5/2017 14:30,22.613,64.779,15.667,,
5106,8/5/2017 15:00,22.613,64.658,15.638,,
5107,8/5/2017 15:30,22.589,64.759,15.64,,
5108,8/5/2017 16:00,22.613,64.61,15.627,,
5109,8/5/2017 16:30,22.589,64.639,15.611,,
5110,8/5/2017 17:00,22.613,64.514,15.603,,
5111,8/5/2017 17:30,22.589,64.735,15.634,,
5112,8/5/2017 18:00,22.613,64.706,15.65,,
5113,8/5/2017 18:30,22.877,62.111,15.26,,
5114,8/5/2017 19:00,23.021,61.305,15.192,,
5115,8/5/2017 19:30,22.877,61.622,15.137,,
5116,8/5/2017 20:00,22.877,61.469,15.098,,
5117,8/5/2017 20:30,22.901,61.674,15.173,,
5118,8/5/2017 21:00,22.877,61.488,15.103,,
5119,8/5/2017 21:30,22.901,61.331,15.086,,
5120,8/5/2017 22:00,22.925,61.326,15.107,,
5121,8/5/2017 22:30,22.901,61.312,15.081,,
5122,8/5/2017 23:00,22.925,61.251,15.088,,
5123,8/5/2017 23:30,22.925,61.288,15.098,,
5124,8/6/2017 0:00,22.925,61.27,15.093,,
5125,8/6/2017 0:30,22.901,61.35,15.091,,
5126,8/6/2017 1:00,22.925,61.307,15.103,,
5127,8/6/2017 1:30,22.925,61.364,15.117,,
5128,8/6/2017 2:00,22.949,61.264,15.114,,
5129,8/6/2017 2:30,22.925,61.232,15.083,,
5130,8/6/2017 3:00,22.925,61.251,15.088,,
5131,8/6/2017 3:30,22.949,61.246,15.109,,
5132,8/6/2017 4:00,22.949,61.434,15.157,,
5133,8/6/2017 4:30,22.925,61.288,15.098,,
5134,8/6/2017 5:00,22.901,61.369,15.096,,
5135,8/6/2017 5:30,22.925,61.383,15.122,,
5136,8/6/2017 6:00,22.925,61.383,15.122,,
5137,8/6/2017 6:30,22.685,63.964,15.538,,
5138,8/6/2017 7:00,22.637,64.51,15.625,,
5139,8/6/2017 7:30,22.613,64.61,15.627,,
5140,8/6/2017 8:00,22.637,64.629,15.654,,
5141,8/6/2017 8:30,22.637,64.677,15.666,,
5142,8/6/2017 9:00,22.637,64.726,15.677,,
5143,8/6/2017 9:30,22.613,64.634,15.632,,
5144,8/6/2017 10:00,22.637,64.653,15.66,,
5145,8/6/2017 10:30,22.661,64.624,15.675,,
5146,8/6/2017 11:00,22.613,64.586,15.621,,
5147,8/6/2017 11:30,22.589,64.759,15.64,,
5148,8/6/2017 12:00,22.613,64.73,15.656,,
5149,8/6/2017 12:30,22.637,64.486,15.619,,
5150,8/6/2017 13:00,22.613,64.586,15.621,,
5151,8/6/2017 13:30,22.637,64.605,15.648,,
5152,8/6/2017 14:00,22.637,64.581,15.642,,
5153,8/6/2017 14:30,22.565,64.595,15.578,,
5154,8/6/2017 15:00,22.565,64.74,15.612,,
5155,8/6/2017 15:30,22.589,64.639,15.611,,
5156,8/6/2017 16:00,22.565,64.74,15.612,,
5157,8/6/2017 16:30,22.589,64.687,15.622,,
5158,8/6/2017 17:00,22.589,64.711,15.628,,
5159,8/6/2017 17:30,22.589,64.663,15.617,,
5160,8/6/2017 18:00,22.613,64.586,15.621,,
5161,8/6/2017 18:30,22.829,62.003,15.188,,
5162,8/6/2017 19:00,22.925,61.458,15.141,,
5163,8/6/2017 19:30,22.853,61.724,15.14,,
5164,8/6/2017 20:00,22.877,61.641,15.142,,
5165,8/6/2017 20:30,22.901,61.597,15.153,,
5166,8/6/2017 21:00,22.877,61.488,15.103,,
5167,8/6/2017 21:30,22.901,61.312,15.081,,
5168,8/6/2017 22:00,22.901,61.483,15.124,,
5169,8/6/2017 22:30,22.901,61.312,15.081,,
5170,8/6/2017 23:00,22.925,61.326,15.107,,
5171,8/6/2017 23:30,22.925,61.307,15.103,,
5172,8/7/2017 0:00,22.925,61.326,15.107,,
5173,8/7/2017 0:30,22.925,61.139,15.06,,
5174,8/7/2017 1:00,22.901,61.369,15.096,,
5175,8/7/2017 1:30,22.949,61.283,15.119,,
5176,8/7/2017 2:00,22.949,61.152,15.086,,
5177,8/7/2017 2:30,22.949,61.283,15.119,,
5178,8/7/2017 3:00,22.949,61.302,15.124,,
5179,8/7/2017 3:30,22.925,61.345,15.112,,
5180,8/7/2017 4:00,22.925,61.345,15.112,,
5181,8/7/2017 4:30,22.901,61.559,15.144,,
5182,8/7/2017 5:00,22.901,61.502,15.129,,
5183,8/7/2017 5:30,22.901,61.559,15.144,,
5184,8/7/2017 6:00,22.901,61.483,15.124,,
5185,8/7/2017 6:30,22.709,64.12,15.598,,
5186,8/7/2017 7:00,22.637,64.581,15.642,,
5187,8/7/2017 7:30,22.637,64.605,15.648,,
5188,8/7/2017 8:00,22.661,64.6,15.67,,
5189,8/7/2017 8:30,22.661,64.648,15.681,,
5190,8/7/2017 9:00,22.637,64.701,15.671,,
5191,8/7/2017 9:30,22.589,64.759,15.64,,
5192,8/7/2017 10:00,22.589,64.543,15.588,,
5193,8/7/2017 10:30,22.613,64.682,15.644,,
5194,8/7/2017 11:00,22.589,64.639,15.611,,
5195,8/7/2017 11:30,22.613,64.682,15.644,,
5196,8/7/2017 12:00,22.589,64.808,15.652,,
5197,8/7/2017 12:30,22.565,64.643,15.589,,
5198,8/7/2017 13:00,22.589,64.663,15.617,,
5199,8/7/2017 13:30,22.589,64.808,15.652,,
5200,8/7/2017 14:00,22.565,64.764,15.618,,
5201,8/7/2017 14:30,22.517,64.846,15.593,,
5202,8/7/2017 15:00,22.565,64.764,15.618,,
5203,8/7/2017 15:30,22.565,64.91,15.654,,
5204,8/7/2017 16:00,22.565,64.886,15.648,,
5205,8/7/2017 16:30,22.541,64.817,15.608,,
5206,8/7/2017 17:00,22.541,64.817,15.608,,
5207,8/7/2017 17:30,22.517,64.871,15.599,,
5208,8/7/2017 18:00,22.565,65.058,15.689,,
5209,8/7/2017 18:30,22.829,64.235,15.74,,
5210,8/7/2017 19:00,22.829,62.082,15.208,,
5211,8/7/2017 19:30,22.853,62.257,15.274,,
5212,8/7/2017 20:00,22.853,62.156,15.249,,
5213,8/7/2017 20:30,22.853,61.86,15.174,,
5214,8/7/2017 21:00,22.853,61.821,15.165,,
5215,8/7/2017 21:30,22.877,61.874,15.201,,
5216,8/7/2017 22:00,22.877,61.583,15.127,,
5217,8/7/2017 22:30,22.877,61.699,15.157,,
5218,8/7/2017 23:00,22.877,61.488,15.103,,
5219,8/7/2017 23:30,22.877,61.564,15.122,,
5220,8/8/2017 0:00,22.901,61.521,15.134,,
5221,8/8/2017 0:30,22.901,61.559,15.144,,
5222,8/8/2017 1:00,22.901,61.655,15.168,,
5223,8/8/2017 1:30,22.901,61.502,15.129,,
5224,8/8/2017 2:00,22.901,61.426,15.11,,
5225,8/8/2017 2:30,22.901,61.597,15.153,,
5226,8/8/2017 3:00,22.877,61.564,15.122,,
5227,8/8/2017 3:30,22.901,61.578,15.149,,
5228,8/8/2017 4:00,22.901,61.521,15.134,,
5229,8/8/2017 4:30,22.925,61.345,15.112,,
5230,8/8/2017 5:00,22.925,61.554,15.165,,
5231,8/8/2017 5:30,22.901,61.407,15.105,,
5232,8/8/2017 6:00,22.925,61.27,15.093,,
5233,8/8/2017 6:30,22.613,62.968,15.225,,
5234,8/8/2017 7:00,22.613,64.209,15.529,,
5235,8/8/2017 7:30,22.613,64.586,15.621,,
5236,8/8/2017 8:00,22.613,64.852,15.685,,
5237,8/8/2017 8:30,22.254,67.121,15.882,,
5238,8/8/2017 9:00,22.877,64.606,15.876,,
5239,8/8/2017 9:30,22.829,64.64,15.838,,
5240,8/8/2017 10:00,22.829,64.567,15.821,,
5241,8/8/2017 10:30,22.805,64.548,15.793,,
5242,8/8/2017 11:00,22.757,64.534,15.744,,
5243,8/8/2017 11:30,22.829,64.64,15.838,,
5244,8/8/2017 12:00,22.805,64.572,15.799,,
5245,8/8/2017 12:30,22.781,64.673,15.801,,
5246,8/8/2017 13:00,22.805,64.572,15.799,,
5247,8/8/2017 13:30,22.733,64.586,15.734,,
5248,8/8/2017 14:00,22.781,64.481,15.754,,
5249,8/8/2017 14:30,22.757,64.486,15.733,,
5250,8/8/2017 15:00,22.709,64.639,15.724,,
5251,8/8/2017 15:30,22.733,64.538,15.723,,
5252,8/8/2017 16:00,22.709,64.687,15.736,,
5253,8/8/2017 16:30,22.733,64.562,15.729,,
5254,8/8/2017 17:00,22.709,64.591,15.713,,
5255,8/8/2017 17:30,22.709,64.639,15.724,,
5256,8/8/2017 18:00,22.733,64.634,15.746,,
5257,8/8/2017 18:30,22.805,62.307,15.242,,
5258,8/8/2017 19:00,22.877,61.757,15.171,,
5259,8/8/2017 19:30,22.901,61.752,15.192,,
5260,8/8/2017 20:00,22.853,61.762,15.15,,
5261,8/8/2017 20:30,22.853,61.531,15.092,,
5262,8/8/2017 21:00,22.853,61.627,15.116,,
5263,8/8/2017 21:30,22.901,61.597,15.153,,
5264,8/8/2017 22:00,22.901,61.35,15.091,,
5265,8/8/2017 22:30,22.901,61.521,15.134,,
5266,8/8/2017 23:00,22.901,61.407,15.105,,
5267,8/8/2017 23:30,22.925,61.364,15.117,,
5268,8/9/2017 0:00,22.901,61.502,15.129,,
5269,8/9/2017 0:30,22.925,61.364,15.117,,
5270,8/9/2017 1:00,22.925,61.439,15.136,,
5271,8/9/2017 1:30,22.925,61.477,15.146,,
5272,8/9/2017 2:00,22.925,61.458,15.141,,
5273,8/9/2017 2:30,22.925,61.364,15.117,,
5274,8/9/2017 3:00,22.925,61.477,15.146,,
5275,8/9/2017 3:30,22.949,61.415,15.153,,
5276,8/9/2017 4:00,22.925,61.307,15.103,,
5277,8/9/2017 4:30,22.925,61.345,15.112,,
5278,8/9/2017 5:00,22.949,61.358,15.138,,
5279,8/9/2017 5:30,22.925,61.401,15.126,,
5280,8/9/2017 6:00,22.949,61.246,15.109,,
5281,8/9/2017 6:30,22.973,63.544,15.707,,
5282,8/9/2017 7:00,22.829,64.142,15.717,,
5283,8/9/2017 7:30,22.805,64.405,15.759,,
5284,8/9/2017 8:00,22.829,64.424,15.786,,
5285,8/9/2017 8:30,22.781,64.649,15.795,,
5286,8/9/2017 9:00,22.805,64.62,15.811,,
5287,8/9/2017 9:30,22.805,64.524,15.788,,
5288,8/9/2017 10:00,22.757,64.558,15.75,,
5289,8/9/2017 10:30,22.781,64.577,15.778,,
5290,8/9/2017 11:00,22.781,64.601,15.783,,
5291,8/9/2017 11:30,22.829,63.375,15.529,,
5292,8/9/2017 12:00,22.35,66.13,15.74,,
5293,8/9/2017 12:30,22.613,65.223,15.774,,
5294,8/9/2017 13:00,22.685,65.336,15.87,,
5295,8/9/2017 13:30,22.757,65.196,15.904,,
5296,8/9/2017 14:00,22.973,65.23,16.117,,
5297,8/9/2017 14:30,22.733,65.001,15.835,,
5298,8/9/2017 15:00,22.661,64.842,15.728,,
5299,8/9/2017 15:30,22.613,64.95,15.709,,
5300,8/9/2017 16:00,22.709,64.931,15.795,,
5301,8/9/2017 16:30,22.685,64.692,15.715,,
5302,8/9/2017 17:00,22.541,64.89,15.626,,
5303,8/9/2017 17:30,22.685,64.765,15.732,,
5304,8/9/2017 18:00,22.445,64.643,15.475,,
5305,8/9/2017 18:30,22.685,61.838,15.011,,
5306,8/9/2017 19:00,22.829,61.518,15.065,,
5307,8/9/2017 19:30,22.757,61.783,15.065,,
5308,8/9/2017 20:00,22.829,61.787,15.133,,
5309,8/9/2017 20:30,22.829,61.884,15.158,,
5310,8/9/2017 21:00,22.853,61.666,15.125,,
5311,8/9/2017 21:30,22.901,61.331,15.086,,
5312,8/9/2017 22:00,22.901,61.2,15.053,,
5313,8/9/2017 22:30,22.901,61.163,15.043,,
5314,8/9/2017 23:00,22.829,61.594,15.085,,
5315,8/9/2017 23:30,22.853,61.589,15.106,,
5316,8/10/2017 0:00,22.877,61.355,15.07,,
5317,8/10/2017 0:30,22.877,61.393,15.079,,
5318,8/10/2017 1:00,22.853,61.361,15.048,,
5319,8/10/2017 1:30,22.877,61.469,15.098,,
5320,8/10/2017 2:00,22.877,61.545,15.118,,
5321,8/10/2017 2:30,22.877,61.545,15.118,,
5322,8/10/2017 3:00,22.853,61.455,15.072,,
5323,8/10/2017 3:30,22.853,61.608,15.111,,
5324,8/10/2017 4:00,22.877,61.374,15.074,,
5325,8/10/2017 4:30,22.829,61.632,15.094,,
5326,8/10/2017 5:00,22.853,61.398,15.058,,
5327,8/10/2017 5:30,22.901,61.464,15.12,,
5328,8/10/2017 6:00,22.853,61.608,15.111,,
5329,8/10/2017 6:30,22.709,64.543,15.701,,
5330,8/10/2017 7:00,22.613,64.658,15.638,,
5331,8/10/2017 7:30,22.613,64.999,15.72,,
5332,8/10/2017 8:00,22.685,65.387,15.882,,
5333,8/10/2017 8:30,22.709,65.18,15.855,,
5334,8/10/2017 9:00,22.733,65.125,15.864,,
5335,8/10/2017 9:30,22.997,65.124,16.115,,
5336,8/10/2017 10:00,22.685,64.596,15.691,,
5337,8/10/2017 10:30,22.661,64.842,15.728,,
5338,8/10/2017 11:00,22.613,64.754,15.661,,
5339,8/10/2017 11:30,22.661,64.697,15.693,,
5340,8/10/2017 12:00,22.589,64.711,15.628,,
5341,8/10/2017 12:30,22.589,64.759,15.64,,
5342,8/10/2017 13:00,22.613,64.876,15.691,,
5343,8/10/2017 13:30,22.637,64.774,15.689,,
5344,8/10/2017 14:00,22.589,64.905,15.675,,
5345,8/10/2017 14:30,22.565,64.764,15.618,,
5346,8/10/2017 15:00,22.541,64.964,15.644,,
5347,8/10/2017 15:30,22.565,65.083,15.695,,
5348,8/10/2017 16:00,22.589,65.029,15.705,,
5349,8/10/2017 16:30,22.565,65.182,15.719,,
5350,8/10/2017 17:00,22.589,65.329,15.777,,
5351,8/10/2017 17:30,22.613,65.324,15.799,,
5352,8/10/2017 18:00,22.661,65.089,15.788,,
5353,8/10/2017 18:30,21.991,62.522,14.526,,
5354,8/10/2017 19:00,22.925,61.213,15.079,,
5355,8/10/2017 19:30,22.829,61.69,15.109,,
5356,8/10/2017 20:00,22.853,61.724,15.14,,
5357,8/10/2017 20:30,22.829,61.865,15.153,,
5358,8/10/2017 21:00,22.853,61.55,15.096,,
5359,8/10/2017 21:30,22.829,61.518,15.065,,
5360,8/10/2017 22:00,22.829,61.69,15.109,,
5361,8/10/2017 22:30,22.853,61.608,15.111,,
5362,8/10/2017 23:00,22.853,61.589,15.106,,
5363,8/10/2017 23:30,22.877,61.28,15.05,,
5364,8/11/2017 0:00,22.853,61.55,15.096,,
5365,8/11/2017 0:30,22.877,61.355,15.07,,
5366,8/11/2017 1:00,22.877,61.469,15.098,,
5367,8/11/2017 1:30,22.877,61.412,15.084,,
5368,8/11/2017 2:00,22.877,61.393,15.079,,
5369,8/11/2017 2:30,22.925,61.176,15.069,,
5370,8/11/2017 3:00,22.901,61.369,15.096,,
5371,8/11/2017 3:30,22.853,61.285,15.029,,
5372,8/11/2017 4:00,22.877,61.431,15.089,,
5373,8/11/2017 4:30,22.853,61.57,15.101,,
5374,8/11/2017 5:00,22.877,61.412,15.084,,
5375,8/11/2017 5:30,22.877,61.45,15.094,,
5376,8/11/2017 6:00,22.853,61.57,15.101,,
5377,8/11/2017 6:30,22.709,64.424,15.672,,
5378,8/11/2017 7:00,22.685,64.5,15.668,,
5379,8/11/2017 7:30,22.685,64.644,15.703,,
5380,8/11/2017 8:00,22.733,64.634,15.746,,
5381,8/11/2017 8:30,22.709,64.809,15.765,,
5382,8/11/2017 9:00,23.021,64.797,16.058,,
5383,8/11/2017 9:30,22.949,64.448,15.905,,
5384,8/11/2017 10:00,22.685,64.813,15.744,,
5385,8/11/2017 10:30,22.613,64.73,15.656,,
5386,8/11/2017 11:00,22.613,64.779,15.667,,
5387,8/11/2017 11:30,22.541,65.038,15.662,,
5388,8/11/2017 12:00,22.541,65.137,15.685,,
5389,8/11/2017 12:30,22.589,65.153,15.735,,
5390,8/11/2017 13:00,22.613,65.249,15.78,,
5391,8/11/2017 13:30,22.589,65.178,15.741,,
5392,8/11/2017 14:00,22.613,65.401,15.817,,
5393,8/11/2017 14:30,22.637,65.194,15.79,,
5394,8/11/2017 15:00,22.637,65.169,15.784,,
5395,8/11/2017 15:30,22.589,65.004,15.699,,
5396,8/11/2017 16:00,22.637,64.97,15.736,,
5397,8/11/2017 16:30,22.565,64.764,15.618,,
5398,8/11/2017 17:00,22.589,64.979,15.693,,
5399,8/11/2017 17:30,22.589,64.93,15.681,,
5400,8/11/2017 18:00,22.589,65.004,15.699,,
5401,8/11/2017 18:30,21.991,62.381,14.491,,
5402,8/11/2017 19:00,23.021,60.715,15.042,,
5403,8/11/2017 19:30,22.901,61.144,15.039,,
5404,8/11/2017 20:00,22.805,61.773,15.107,,
5405,8/11/2017 20:30,22.901,61.578,15.149,,
5406,8/11/2017 21:00,22.829,61.729,15.119,,
5407,8/11/2017 21:30,22.757,61.881,15.089,,
5408,8/11/2017 22:00,22.805,61.792,15.112,,
5409,8/11/2017 22:30,22.829,61.69,15.109,,
5410,8/11/2017 23:00,22.853,61.646,15.121,,
5411,8/11/2017 23:30,22.829,61.748,15.124,,
5412,8/12/2017 0:00,22.829,61.768,15.129,,
5413,8/12/2017 0:30,22.853,61.608,15.111,,
